[INFO] [1775925519.010433823] [uart_bridge]: UART bridge node started
[INFO] [1775925519.012135796] [uart_bridge]: Opened UART on /dev/ttyAMA0 @ 115200
[INFO] [1775925567.013887803] [uart_bridge]: UART RX: TASK_CREATE|T1774338311|room2|D1
[INFO] [1775925567.015050476] [uart_bridge]: Task received from BBG: task_id=T1774338311, destination=room2, drawer_id=D1
[INFO] [1775925567.015700554] [uart_bridge]: Handling task creation: task_id=T1774338311, destination=room2, drawer_id=D1
[INFO] [1775925567.019448149] [uart_bridge]: UART TX: STATUS|T1774338311|MOVING
[INFO] [1775925567.021573161] [uart_bridge]: Monitoring arrival at room2 (4.81, 35)
[INFO] [1775925567.022283554] [uart_bridge]: Distance to room2: 13.23m (threshold: 1m)
[INFO] [1775925567.523196904] [uart_bridge]: Distance to room2: 13.23m (threshold: 1m)
[INFO] [1775925568.024142846] [uart_bridge]: Distance to room2: 13.23m (threshold: 1m)
[INFO] [1775925568.525121455] [uart_bridge]: Distance to room2: 13.23m (threshold: 1m)
[INFO] [1775925569.026099804] [uart_bridge]: Distance to room2: 13.23m (threshold: 1m)
[INFO] [1775925569.527090117] [uart_bridge]: Distance to room2: 13.23m (threshold: 1m)
[INFO] [1775925570.028098837] [uart_bridge]: Distance to room2: 13.23m (threshold: 1m)
[INFO] [1775925570.529083946] [uart_bridge]: Distance to room2: 13.23m (threshold: 1m)
[INFO] [1775925571.030095296] [uart_bridge]: Distance to room2: 13.23m (threshold: 1m)
[INFO] [1775925571.531076702] [uart_bridge]: Distance to room2: 13.23m (threshold: 1m)
[INFO] [1775925572.032077033] [uart_bridge]: Distance to room2: 13.23m (threshold: 1m)
[INFO] [1775925572.533069049] [uart_bridge]: Distance to room2: 12.96m (threshold: 1m)
[INFO] [1775925573.034067121] [uart_bridge]: Distance to room2: 12.68m (threshold: 1m)
[INFO] [1775925573.535110860] [uart_bridge]: Distance to room2: 12.68m (threshold: 1m)
[INFO] [1775925574.036111117] [uart_bridge]: Distance to room2: 12.43m (threshold: 1m)
[INFO] [1775925574.537164134] [uart_bridge]: Distance to room2: 12.43m (threshold: 1m)
[INFO] [1775925575.038214170] [uart_bridge]: Distance to room2: 12.13m (threshold: 1m)
[INFO] [1775925575.539879931] [uart_bridge]: Distance to room2: 12.13m (threshold: 1m)
[INFO] [1775925576.040948966] [uart_bridge]: Distance to room2: 11.89m (threshold: 1m)
[INFO] [1775925576.542015298] [uart_bridge]: Distance to room2: 11.57m (threshold: 1m)
[INFO] [1775925577.043068759] [uart_bridge]: Distance to room2: 11.57m (threshold: 1m)
[INFO] [1775925577.544095887] [uart_bridge]: Distance to room2: 11.57m (threshold: 1m)
[INFO] [1775925578.045122755] [uart_bridge]: Distance to room2: 11.27m (threshold: 1m)
[INFO] [1775925578.546198994] [uart_bridge]: Distance to room2: 11.27m (threshold: 1m)
[INFO] [1775925579.047270974] [uart_bridge]: Distance to room2: 11.27m (threshold: 1m)
[INFO] [1775925579.548308102] [uart_bridge]: Distance to room2: 11.27m (threshold: 1m)
[INFO] [1775925580.049355952] [uart_bridge]: Distance to room2: 11.27m (threshold: 1m)
[INFO] [1775925580.550590008] [uart_bridge]: Distance to room2: 11.27m (threshold: 1m)
[INFO] [1775925581.051691071] [uart_bridge]: Distance to room2: 11.27m (threshold: 1m)
[INFO] [1775925581.552720300] [uart_bridge]: Distance to room2: 11.03m (threshold: 1m)
[INFO] [1775925582.053708899] [uart_bridge]: Distance to room2: 11.03m (threshold: 1m)
[INFO] [1775925582.554777720] [uart_bridge]: Distance to room2: 11.03m (threshold: 1m)
[INFO] [1775925583.055851301] [uart_bridge]: Distance to room2: 11.03m (threshold: 1m)
[INFO] [1775925583.556936253] [uart_bridge]: Distance to room2: 11.03m (threshold: 1m)
[INFO] [1775925584.058014111] [uart_bridge]: Distance to room2: 10.81m (threshold: 1m)
[INFO] [1775925584.559040396] [uart_bridge]: Distance to room2: 10.55m (threshold: 1m)
[INFO] [1775925585.060077865] [uart_bridge]: Distance to room2: 10.55m (threshold: 1m)
[INFO] [1775925585.561109187] [uart_bridge]: Distance to room2: 10.29m (threshold: 1m)
[INFO] [1775925586.061952748] [uart_bridge]: Distance to room2: 10.29m (threshold: 1m)
[INFO] [1775925586.562884810] [uart_bridge]: Distance to room2: 9.95m (threshold: 1m)
[INFO] [1775925587.063751890] [uart_bridge]: Distance to room2: 9.67m (threshold: 1m)
[INFO] [1775925587.564582303] [uart_bridge]: Distance to room2: 9.29m (threshold: 1m)
[INFO] [1775925588.065666884] [uart_bridge]: Distance to room2: 8.93m (threshold: 1m)
[INFO] [1775925588.566444944] [uart_bridge]: Distance to room2: 8.60m (threshold: 1m)
[INFO] [1775925589.067259672] [uart_bridge]: Distance to room2: 8.60m (threshold: 1m)
[INFO] [1775925589.568372976] [uart_bridge]: Distance to room2: 8.60m (threshold: 1m)
[INFO] [1775925590.069241685] [uart_bridge]: Distance to room2: 8.60m (threshold: 1m)
[INFO] [1775925590.570035524] [uart_bridge]: Distance to room2: 8.60m (threshold: 1m)
[INFO] [1775925591.070785288] [uart_bridge]: Distance to room2: 8.60m (threshold: 1m)
[INFO] [1775925591.571541127] [uart_bridge]: Distance to room2: 8.60m (threshold: 1m)
[INFO] [1775925592.072600967] [uart_bridge]: Distance to room2: 8.65m (threshold: 1m)
[INFO] [1775925592.573677270] [uart_bridge]: Distance to room2: 8.63m (threshold: 1m)
[INFO] [1775925593.074525517] [uart_bridge]: Distance to room2: 8.62m (threshold: 1m)
[INFO] [1775925593.575603505] [uart_bridge]: Distance to room2: 8.62m (threshold: 1m)
[INFO] [1775925594.076396473] [uart_bridge]: Distance to room2: 8.62m (threshold: 1m)
[INFO] [1775925594.577179108] [uart_bridge]: Distance to room2: 8.62m (threshold: 1m)
[INFO] [1775925595.078043799] [uart_bridge]: Distance to room2: 8.62m (threshold: 1m)
[INFO] [1775925595.578848434] [uart_bridge]: Distance to room2: 8.25m (threshold: 1m)
[INFO] [1775925596.079924849] [uart_bridge]: Distance to room2: 8.25m (threshold: 1m)
[INFO] [1775925596.580791132] [uart_bridge]: Distance to room2: 7.74m (threshold: 1m)
[INFO] [1775925597.081686101] [uart_bridge]: Distance to room2: 7.37m (threshold: 1m)
[INFO] [1775925597.582730997] [uart_bridge]: Distance to room2: 7.37m (threshold: 1m)
[INFO] [1775925598.083655262] [uart_bridge]: Distance to room2: 6.97m (threshold: 1m)
[INFO] [1775925598.584612898] [uart_bridge]: Distance to room2: 6.97m (threshold: 1m)
[INFO] [1775925599.085686183] [uart_bridge]: Distance to room2: 6.76m (threshold: 1m)
[INFO] [1775925599.586634411] [uart_bridge]: Distance to room2: 6.30m (threshold: 1m)
[INFO] [1775925600.087620825] [uart_bridge]: Distance to room2: 5.89m (threshold: 1m)
[INFO] [1775925600.588695165] [uart_bridge]: Distance to room2: 5.89m (threshold: 1m)
[INFO] [1775925601.089759227] [uart_bridge]: Distance to room2: 5.52m (threshold: 1m)
[INFO] [1775925601.590851512] [uart_bridge]: Distance to room2: 5.52m (threshold: 1m)
[INFO] [1775925602.091766166] [uart_bridge]: Distance to room2: 5.52m (threshold: 1m)
[INFO] [1775925602.592862803] [uart_bridge]: Distance to room2: 5.52m (threshold: 1m)
[INFO] [1775925603.093915365] [uart_bridge]: Distance to room2: 5.25m (threshold: 1m)
[INFO] [1775925603.594953816] [uart_bridge]: Distance to room2: 5.25m (threshold: 1m)
[INFO] [1775925604.096123175] [uart_bridge]: Distance to room2: 5.25m (threshold: 1m)
[INFO] [1775925604.597212978] [uart_bridge]: Distance to room2: 5.25m (threshold: 1m)
[INFO] [1775925605.098306485] [uart_bridge]: Distance to room2: 4.80m (threshold: 1m)
[INFO] [1775925605.599442863] [uart_bridge]: Distance to room2: 4.80m (threshold: 1m)
[INFO] [1775925606.100552574] [uart_bridge]: Distance to room2: 4.52m (threshold: 1m)
[INFO] [1775925606.601644766] [uart_bridge]: Distance to room2: 4.52m (threshold: 1m)
[INFO] [1775925607.102680883] [uart_bridge]: Distance to room2: 4.32m (threshold: 1m)
[INFO] [1775925607.603762779] [uart_bridge]: Distance to room2: 4.11m (threshold: 1m)
[INFO] [1775925608.104853731] [uart_bridge]: Distance to room2: 3.97m (threshold: 1m)
[INFO] [1775925608.605906793] [uart_bridge]: Distance to room2: 3.82m (threshold: 1m)
[INFO] [1775925609.107009078] [uart_bridge]: Distance to room2: 3.61m (threshold: 1m)
[INFO] [1775925609.608030769] [uart_bridge]: Distance to room2: 3.58m (threshold: 1m)
[INFO] [1775925610.109115998] [uart_bridge]: Distance to room2: 3.58m (threshold: 1m)
[INFO] [1775925610.610203635] [uart_bridge]: Distance to room2: 3.58m (threshold: 1m)
[INFO] [1775925611.111249512] [uart_bridge]: Distance to room2: 3.58m (threshold: 1m)
[INFO] [1775925611.612452019] [uart_bridge]: Distance to room2: 3.58m (threshold: 1m)
[INFO] [1775925612.113963417] [uart_bridge]: Distance to room2: 3.58m (threshold: 1m)
[INFO] [1775925612.614955961] [uart_bridge]: Distance to room2: 3.58m (threshold: 1m)
[INFO] [1775925613.115946819] [uart_bridge]: Distance to room2: 3.58m (threshold: 1m)
[INFO] [1775925613.616955770] [uart_bridge]: Distance to room2: 3.58m (threshold: 1m)
[INFO] [1775925614.117937184] [uart_bridge]: Distance to room2: 3.58m (threshold: 1m)
[INFO] [1775925614.618911635] [uart_bridge]: Distance to room2: 3.58m (threshold: 1m)
[INFO] [1775925615.119911567] [uart_bridge]: Distance to room2: 3.48m (threshold: 1m)
[INFO] [1775925615.620986444] [uart_bridge]: Distance to room2: 3.48m (threshold: 1m)
[INFO] [1775925616.122001025] [uart_bridge]: Distance to room2: 3.48m (threshold: 1m)
[INFO] [1775925616.622997383] [uart_bridge]: Distance to room2: 3.48m (threshold: 1m)
[INFO] [1775925617.124009575] [uart_bridge]: Distance to room2: 3.48m (threshold: 1m)
[INFO] [1775925617.625010322] [uart_bridge]: Distance to room2: 3.48m (threshold: 1m)
[INFO] [1775925618.126034125] [uart_bridge]: Distance to room2: 3.47m (threshold: 1m)
[INFO] [1775925618.627008113] [uart_bridge]: Distance to room2: 3.28m (threshold: 1m)
[INFO] [1775925619.128010082] [uart_bridge]: Distance to room2: 3.11m (threshold: 1m)
[INFO] [1775925619.629053422] [uart_bridge]: Distance to room2: 2.64m (threshold: 1m)
