[INFO] [1783128557.659305114] [CLaserOdometry2DNode]: Initializing RF2O node...
[WARN] [1783128557.675925005] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1783128557.775938052] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1783128557.875816266] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1783128557.975799758] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1783128558.075850454] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1783128558.175795390] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1783128558.275783382] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1783128558.375830356] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1783128558.475766977] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1783128558.575743154] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1783128558.675990647] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1783128558.775784453] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1783128558.875872297] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1783128558.975773141] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1783128559.075806077] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1783128559.175770310] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1783128559.275758394] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1783128559.375777127] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1783128559.475761619] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1783128559.575776704] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1783128559.675825085] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1783128559.775748706] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1783128559.875826976] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1783128559.975828542] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1783128560.075803720] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1783128560.175810008] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1783128560.275822463] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1783128560.375813696] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1783128560.475835095] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1783128560.575800828] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1783128560.675820931] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1783128560.775823497] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1783128560.875809322] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1783128560.975831648] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1783128561.075817640] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1783128561.175815224] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1783128561.275832253] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1783128561.375843468] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1783128561.475820348] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1783128561.575800618] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1783128561.675824129] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1783128561.775830917] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1783128561.875832576] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1783128561.975818679] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1783128562.075844708] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1783128562.175799996] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1783128562.275832266] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1783128562.375824628] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1783128562.475823305] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1783128562.575830705] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1783128562.675950346] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1783128562.775823337] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1783128562.875819903] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1783128562.975812210] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1783128563.075797331] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1783128563.175833027] [CLaserOdometry2DNode]: Waiting for laser_scans....
