[INFO] [1783382572.553597350] [motor_controller_pid]: PID Motor Controller started — Kp=0.4, Ki=0.1, Kd=0.0, max_pwm=0.45, max_linear=0.3, cmd_vel_topic=cmd_vel
[WARN] [1783382573.029746783] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783382764.880334916] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783382855.479797230] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783382861.429661519] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783382914.779642996] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783382959.279633049] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783382979.234062659] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783383411.381743697] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783383500.981148101] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783383502.980655879] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783383512.481673773] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783383520.980217188] [motor_controller_pid]: Command timeout; stopping motors
