[INFO] [1775893198.389106447] [uart_bridge]: UART bridge node started
[INFO] [1775893198.390706101] [uart_bridge]: Opened UART on /dev/ttyAMA0 @ 115200
[INFO] [1775893443.792423369] [uart_bridge]: UART RX: TASK_CREATE|T1774337891|room1|D1
[INFO] [1775893443.793348465] [uart_bridge]: Task received from BBG: task_id=T1774337891, destination=room1, drawer_id=D1
[INFO] [1775893443.793941504] [uart_bridge]: Handling task creation: task_id=T1774337891, destination=room1, drawer_id=D1
[INFO] [1775893443.797738594] [uart_bridge]: UART TX: STATUS|T1774337891|MOVING
[INFO] [1775893443.799362674] [uart_bridge]: Monitoring arrival at room1 (3.54, 28.7)
[INFO] [1775893443.800067751] [uart_bridge]: Distance to room1: 6.09m (threshold: 0.8m)
[INFO] [1775893444.301040252] [uart_bridge]: Distance to room1: 6.09m (threshold: 0.8m)
[INFO] [1775893444.802043159] [uart_bridge]: Distance to room1: 6.09m (threshold: 0.8m)
[INFO] [1775893445.303024141] [uart_bridge]: Distance to room1: 6.09m (threshold: 0.8m)
[INFO] [1775893445.803997456] [uart_bridge]: Distance to room1: 6.09m (threshold: 0.8m)
[INFO] [1775893446.305003845] [uart_bridge]: Distance to room1: 6.09m (threshold: 0.8m)
[INFO] [1775893446.806031401] [uart_bridge]: Distance to room1: 6.09m (threshold: 0.8m)
[INFO] [1775893447.307080624] [uart_bridge]: Distance to room1: 6.09m (threshold: 0.8m)
[INFO] [1775893447.808174606] [uart_bridge]: Distance to room1: 6.09m (threshold: 0.8m)
[INFO] [1775893448.309211736] [uart_bridge]: Distance to room1: 6.09m (threshold: 0.8m)
[INFO] [1775893448.810337570] [uart_bridge]: Distance to room1: 6.09m (threshold: 0.8m)
[INFO] [1775893449.311368181] [uart_bridge]: Distance to room1: 6.09m (threshold: 0.8m)
[INFO] [1775893449.812390422] [uart_bridge]: Distance to room1: 6.09m (threshold: 0.8m)
[INFO] [1775893450.313460145] [uart_bridge]: Distance to room1: 6.09m (threshold: 0.8m)
[INFO] [1775893450.814564201] [uart_bridge]: Distance to room1: 6.09m (threshold: 0.8m)
[INFO] [1775893451.315668517] [uart_bridge]: Distance to room1: 5.77m (threshold: 0.8m)
[INFO] [1775893451.816741221] [uart_bridge]: Distance to room1: 5.77m (threshold: 0.8m)
[INFO] [1775893452.317825703] [uart_bridge]: Distance to room1: 5.52m (threshold: 0.8m)
[INFO] [1775893452.818976000] [uart_bridge]: Distance to room1: 5.31m (threshold: 0.8m)
[INFO] [1775893453.320012075] [uart_bridge]: Distance to room1: 4.99m (threshold: 0.8m)
[INFO] [1775893453.821080798] [uart_bridge]: Distance to room1: 4.99m (threshold: 0.8m)
[INFO] [1775893454.322159243] [uart_bridge]: Distance to room1: 4.99m (threshold: 0.8m)
[INFO] [1775893454.823218799] [uart_bridge]: Distance to room1: 4.99m (threshold: 0.8m)
[INFO] [1775893455.324257132] [uart_bridge]: Distance to room1: 4.99m (threshold: 0.8m)
[INFO] [1775893455.825316874] [uart_bridge]: Distance to room1: 4.99m (threshold: 0.8m)
[INFO] [1775893456.326418189] [uart_bridge]: Distance to room1: 4.99m (threshold: 0.8m)
[INFO] [1775893456.827468430] [uart_bridge]: Distance to room1: 4.99m (threshold: 0.8m)
[INFO] [1775893457.328556542] [uart_bridge]: Distance to room1: 4.70m (threshold: 0.8m)
[INFO] [1775893457.829653432] [uart_bridge]: Distance to room1: 4.70m (threshold: 0.8m)
[INFO] [1775893458.330752192] [uart_bridge]: Distance to room1: 4.70m (threshold: 0.8m)
[INFO] [1775893458.831721877] [uart_bridge]: Distance to room1: 4.47m (threshold: 0.8m)
[INFO] [1775893459.332808415] [uart_bridge]: Distance to room1: 4.47m (threshold: 0.8m)
[INFO] [1775893459.833851970] [uart_bridge]: Distance to room1: 4.22m (threshold: 0.8m)
[INFO] [1775893460.334648507] [uart_bridge]: Distance to room1: 4.22m (threshold: 0.8m)
[INFO] [1775893460.835727656] [uart_bridge]: Distance to room1: 4.05m (threshold: 0.8m)
[INFO] [1775893461.336773619] [uart_bridge]: Distance to room1: 4.05m (threshold: 0.8m)
[INFO] [1775893461.837897583] [uart_bridge]: Distance to room1: 4.05m (threshold: 0.8m)
[INFO] [1775893462.338941991] [uart_bridge]: Distance to room1: 3.94m (threshold: 0.8m)
[INFO] [1775893462.840045251] [uart_bridge]: Distance to room1: 3.94m (threshold: 0.8m)
[INFO] [1775893463.341147807] [uart_bridge]: Distance to room1: 3.94m (threshold: 0.8m)
[INFO] [1775893463.842235085] [uart_bridge]: Distance to room1: 3.94m (threshold: 0.8m)
[INFO] [1775893464.343370456] [uart_bridge]: Distance to room1: 3.94m (threshold: 0.8m)
[INFO] [1775893464.844466290] [uart_bridge]: Distance to room1: 3.94m (threshold: 0.8m)
[INFO] [1775893465.345519976] [uart_bridge]: Distance to room1: 3.94m (threshold: 0.8m)
[INFO] [1775893465.846589088] [uart_bridge]: Distance to room1: 3.94m (threshold: 0.8m)
[INFO] [1775893466.347697792] [uart_bridge]: Distance to room1: 3.68m (threshold: 0.8m)
[INFO] [1775893466.848824571] [uart_bridge]: Distance to room1: 3.68m (threshold: 0.8m)
[INFO] [1775893467.349906090] [uart_bridge]: Distance to room1: 3.68m (threshold: 0.8m)
[INFO] [1775893467.850985646] [uart_bridge]: Distance to room1: 3.68m (threshold: 0.8m)
[INFO] [1775893468.352015628] [uart_bridge]: Distance to room1: 3.68m (threshold: 0.8m)
[INFO] [1775893468.853153203] [uart_bridge]: Distance to room1: 3.52m (threshold: 0.8m)
[INFO] [1775893469.354379611] [uart_bridge]: Distance to room1: 3.52m (threshold: 0.8m)
[INFO] [1775893469.855507556] [uart_bridge]: Distance to room1: 3.42m (threshold: 0.8m)
[INFO] [1775893470.356626822] [uart_bridge]: Distance to room1: 3.42m (threshold: 0.8m)
[INFO] [1775893470.857735975] [uart_bridge]: Distance to room1: 3.08m (threshold: 0.8m)
[INFO] [1775893471.358860276] [uart_bridge]: Distance to room1: 2.88m (threshold: 0.8m)
[INFO] [1775893471.859985169] [uart_bridge]: Distance to room1: 2.61m (threshold: 0.8m)
[INFO] [1775893472.361058044] [uart_bridge]: Distance to room1: 2.61m (threshold: 0.8m)
[INFO] [1775893472.862200734] [uart_bridge]: Distance to room1: 2.24m (threshold: 0.8m)
[INFO] [1775893473.363188386] [uart_bridge]: Distance to room1: 2.01m (threshold: 0.8m)
[INFO] [1775893473.864105315] [uart_bridge]: Distance to room1: 2.01m (threshold: 0.8m)
[INFO] [1775893474.365041058] [uart_bridge]: Distance to room1: 2.01m (threshold: 0.8m)
[INFO] [1775893474.866146156] [uart_bridge]: Distance to room1: 2.01m (threshold: 0.8m)
[INFO] [1775893475.367194382] [uart_bridge]: Distance to room1: 2.01m (threshold: 0.8m)
[INFO] [1775893475.868287942] [uart_bridge]: Distance to room1: 2.01m (threshold: 0.8m)
[INFO] [1775893476.369083240] [uart_bridge]: Distance to room1: 2.01m (threshold: 0.8m)
[INFO] [1775893476.869905020] [uart_bridge]: Distance to room1: 2.01m (threshold: 0.8m)
[INFO] [1775893477.370736059] [uart_bridge]: Distance to room1: 2.01m (threshold: 0.8m)
[INFO] [1775893477.871524042] [uart_bridge]: Distance to room1: 2.01m (threshold: 0.8m)
[INFO] [1775893478.372348989] [uart_bridge]: Distance to room1: 2.01m (threshold: 0.8m)
