[INFO] [1775795627.391048753] [CLaserOdometry2DNode]: Initializing RF2O node...
[WARN] [1775795627.403589322] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795627.503554833] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795627.604420237] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795627.703530595] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795627.803544254] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795627.903519839] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795628.003519127] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795628.103521268] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795628.203520334] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795628.303507919] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795628.403523985] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795628.503523737] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795628.603505822] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795628.703512962] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795628.803499621] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795628.903500298] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795629.003496809] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795629.103513727] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795629.203506146] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795629.303495360] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795629.403527315] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795629.503498863] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795629.603571689] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795629.703558181] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795629.803552062] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795629.903575129] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795630.003557140] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795630.103553854] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795630.203517124] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795630.303569857] [CLaserOdometry2DNode]: Waiting for laser_scans....
