[INFO] [1783385845.560033132] [motor_controller_pid]: PID Motor Controller started — Kp=0.4, Ki=0.1, Kd=0.0, max_pwm=0.45, max_linear=0.3, cmd_vel_topic=cmd_vel
[WARN] [1783385846.033882662] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783385969.383709293] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783385973.383667055] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783385983.083955231] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783386084.383627602] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783386139.183720542] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783386453.783854377] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783386456.883761024] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783386465.533571615] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783386472.883730486] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783386478.183769745] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783386481.233678911] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783386482.083762504] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783386484.233657892] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783386485.883760671] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783386486.883759652] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783386488.933632725] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783386489.883763337] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783386490.833730818] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783386491.733692818] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783386492.633794504] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783386512.783719910] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783386515.783811817] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783386519.633703039] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783386557.933636814] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783386600.633696738] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783386611.433724774] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783386612.633676719] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783386613.183748923] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783386614.283796312] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783386615.783772367] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783386927.783644293] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783386932.283659700] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783386933.283663885] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783386934.283690496] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783386937.083872330] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783386943.283843608] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783386944.233838459] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783386945.133726607] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783386967.083811921] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783387016.084389440] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783387247.883763615] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783387352.283702167] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783387364.733648148] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783387372.633627892] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783387373.533700533] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783387374.433625413] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783387376.033685196] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783387377.033670538] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783387393.883767481] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783387429.183822964] [motor_controller_pid]: Command timeout; stopping motors
