[INFO] [1775795784.094211262] [CLaserOdometry2DNode]: Initializing RF2O node...
[WARN] [1775795784.104709153] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795784.204691294] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795784.304668101] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795784.404689445] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795784.504696844] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795784.604688855] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795784.704656070] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795784.804640525] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795784.904667536] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795785.004812769] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795785.104674946] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795785.204680642] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795785.304684283] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795785.404652034] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795785.504631822] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795785.604703574] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795785.704625492] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795785.804632096] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795785.904662107] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795786.004653043] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795786.104672406] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795786.204644972] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795786.304697502] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795786.404670994] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795786.504677616] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795786.604683571] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795786.704710452] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795786.805233522] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795786.904727530] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795787.004745559] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795787.104796866] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795787.204720636] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795787.304716702] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795787.404832343] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795787.504703205] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795787.604812606] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795787.704770172] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795787.804737571] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795787.904714304] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795788.004687889] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795788.104710141] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795788.204738985] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795788.304703792] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795788.404777433] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795788.504687221] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795788.604724732] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795788.704695409] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795788.804731883] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795788.904766968] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795789.004682997] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795789.104703082] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795789.204714889] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795789.304685474] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795789.404724263] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795789.504712384] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795789.604686210] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795789.704756702] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795789.804708713] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795789.904690094] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795790.004702809] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795790.104703097] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795790.204708108] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795790.304691952] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795790.404722333] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795790.504686585] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795790.604779503] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795790.704773014] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795790.804785840] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795790.904697591] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795791.004696454] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795791.104713594] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795791.204694809] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795791.304695745] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795791.404706108] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795791.504705600] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795791.604777093] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795791.704735011] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795791.804710373] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795791.904707329] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795792.004777192] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795792.104731350] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795792.204724102] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795792.304723150] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795792.404719123] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795792.504725579] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795792.604687163] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795792.704792860] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795792.804727444] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795792.904686511] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795793.004706910] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795793.104700495] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795793.204722191] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795793.304685739] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795793.404717028] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795793.504730576] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795793.604707605] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795793.704720079] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795793.804717386] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795793.904717452] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795794.004724500] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795794.104715659] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795794.204716410] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795794.304712014] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795794.404716173] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795794.504691591] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795794.604714805] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795794.704698779] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795794.804698994] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795794.904715282] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795795.004758664] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795795.104683267] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795795.204708981] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795795.304688696] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795795.404725688] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795795.504707828] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795795.604690302] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795795.704714239] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795795.804685805] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795795.904688742] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795796.004768049] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795796.104766671] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795796.204737775] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795796.304761156] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795796.404773519] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795796.504694010] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795796.604783355] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795796.704773514] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795796.804741339] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795796.904687739] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795797.004734546] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795797.104733186] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795797.204745049] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795797.304695986] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795797.404712848] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795797.504686841] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795797.604850148] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795797.704732881] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795797.804877059] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795797.904724032] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795798.004685320] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795798.104732628] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795798.204739935] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795798.304690908] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795798.404715197] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795798.504719060] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795798.604687904] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795798.704767711] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795798.804750963] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795798.904733381] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795799.004762744] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795799.104705828] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795799.204748821] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795799.304694350] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795799.404795213] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795799.504690186] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795799.604709104] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795799.704783042] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795799.804737571] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795799.904685248] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795800.004735444] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795800.104713714] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795800.204696188] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795800.304743273] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795800.404830988] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795800.504693905] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795800.604852584] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795800.704796150] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795800.804720160] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795800.904702597] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795801.004689589] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795801.104706266] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795801.204734722] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795801.304714066] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795801.404743688] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795801.504757902] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795801.604749376] [CLaserOdometry2DNode]: Waiting for laser_scans....
[INFO] [1775795801.694493349] [rclcpp]: signal_handler(SIGINT/SIGTERM)
