[INFO] [1775934001.070179645] [uart_bridge]: UART bridge node started
[INFO] [1775934001.071664801] [uart_bridge]: Opened UART on /dev/ttyAMA0 @ 115200
[INFO] [1775934328.273354807] [uart_bridge]: UART RX: TASK_CREATE|T1774347072|room1|D1
[INFO] [1775934328.274192571] [uart_bridge]: Task received from BBG: task_id=T1774347072, destination=room1, drawer_id=D1
[INFO] [1775934328.274958408] [uart_bridge]: Handling task creation: task_id=T1774347072, destination=room1, drawer_id=D1
[INFO] [1775934328.278876131] [uart_bridge]: UART TX: STATUS|T1774347072|MOVING
[INFO] [1775934328.280514991] [uart_bridge]: Monitoring arrival at room1 (2.33, 28.2)
[INFO] [1775934328.281267476] [uart_bridge]: Distance to room1: 4.12m (threshold: 1.2m)
[INFO] [1775934328.782276381] [uart_bridge]: Distance to room1: 4.86m (threshold: 1.2m)
[INFO] [1775934329.283281044] [uart_bridge]: Distance to room1: 4.86m (threshold: 1.2m)
[INFO] [1775934329.784293856] [uart_bridge]: Distance to room1: 4.86m (threshold: 1.2m)
[INFO] [1775934330.285325723] [uart_bridge]: Distance to room1: 4.86m (threshold: 1.2m)
[INFO] [1775934330.786353146] [uart_bridge]: Distance to room1: 4.86m (threshold: 1.2m)
[INFO] [1775934331.287456551] [uart_bridge]: Distance to room1: 4.86m (threshold: 1.2m)
[INFO] [1775934331.788529752] [uart_bridge]: Distance to room1: 4.95m (threshold: 1.2m)
[INFO] [1775934332.289555267] [uart_bridge]: Distance to room1: 5.02m (threshold: 1.2m)
[INFO] [1775934332.790581301] [uart_bridge]: Distance to room1: 5.02m (threshold: 1.2m)
[INFO] [1775934333.291591835] [uart_bridge]: Distance to room1: 5.02m (threshold: 1.2m)
[INFO] [1775934333.792726073] [uart_bridge]: Distance to room1: 5.02m (threshold: 1.2m)
[INFO] [1775934334.293803145] [uart_bridge]: Distance to room1: 5.02m (threshold: 1.2m)
[INFO] [1775934334.794824419] [uart_bridge]: Distance to room1: 5.02m (threshold: 1.2m)
[INFO] [1775934335.295850787] [uart_bridge]: Distance to room1: 5.02m (threshold: 1.2m)
[INFO] [1775934335.796894784] [uart_bridge]: Distance to room1: 5.02m (threshold: 1.2m)
[INFO] [1775934336.297921558] [uart_bridge]: Distance to room1: 5.02m (threshold: 1.2m)
[INFO] [1775934336.798986889] [uart_bridge]: Distance to room1: 5.02m (threshold: 1.2m)
[INFO] [1775934337.300003590] [uart_bridge]: Distance to room1: 5.02m (threshold: 1.2m)
[INFO] [1775934337.801050476] [uart_bridge]: Distance to room1: 5.02m (threshold: 1.2m)
[INFO] [1775934338.302079176] [uart_bridge]: Distance to room1: 5.02m (threshold: 1.2m)
[INFO] [1775934338.803112118] [uart_bridge]: Distance to room1: 5.02m (threshold: 1.2m)
[INFO] [1775934339.304070151] [uart_bridge]: Distance to room1: 5.02m (threshold: 1.2m)
[INFO] [1775934339.805074741] [uart_bridge]: Distance to room1: 5.02m (threshold: 1.2m)
[INFO] [1775934340.306158775] [uart_bridge]: Distance to room1: 5.15m (threshold: 1.2m)
[INFO] [1775934340.807206198] [uart_bridge]: Distance to room1: 5.15m (threshold: 1.2m)
[INFO] [1775934341.308112639] [uart_bridge]: Distance to room1: 5.33m (threshold: 1.2m)
[INFO] [1775934341.809087710] [uart_bridge]: Distance to room1: 5.50m (threshold: 1.2m)
[INFO] [1775934342.310154003] [uart_bridge]: Distance to room1: 5.57m (threshold: 1.2m)
[INFO] [1775934342.811208648] [uart_bridge]: Distance to room1: 5.65m (threshold: 1.2m)
[INFO] [1775934343.312314312] [uart_bridge]: Distance to room1: 5.72m (threshold: 1.2m)
[INFO] [1775934343.813523273] [uart_bridge]: Distance to room1: 5.72m (threshold: 1.2m)
[INFO] [1775934344.314620678] [uart_bridge]: Distance to room1: 5.70m (threshold: 1.2m)
[INFO] [1775934344.815671712] [uart_bridge]: Distance to room1: 5.73m (threshold: 1.2m)
[INFO] [1775934345.316749857] [uart_bridge]: Distance to room1: 5.77m (threshold: 1.2m)
[INFO] [1775934345.817842929] [uart_bridge]: Distance to room1: 5.79m (threshold: 1.2m)
[INFO] [1775934346.318922037] [uart_bridge]: Distance to room1: 5.82m (threshold: 1.2m)
[INFO] [1775934346.820011405] [uart_bridge]: Distance to room1: 5.96m (threshold: 1.2m)
[INFO] [1775934347.321119939] [uart_bridge]: Distance to room1: 6.10m (threshold: 1.2m)
[INFO] [1775934347.822209677] [uart_bridge]: Distance to room1: 6.10m (threshold: 1.2m)
[INFO] [1775934348.323340174] [uart_bridge]: Distance to room1: 6.10m (threshold: 1.2m)
[INFO] [1775934348.824457913] [uart_bridge]: Distance to room1: 6.31m (threshold: 1.2m)
[INFO] [1775934349.325562817] [uart_bridge]: Distance to room1: 6.31m (threshold: 1.2m)
[INFO] [1775934349.826516036] [uart_bridge]: Distance to room1: 6.31m (threshold: 1.2m)
[INFO] [1775934350.327668219] [uart_bridge]: Distance to room1: 6.31m (threshold: 1.2m)
[INFO] [1775934350.828763142] [uart_bridge]: Distance to room1: 6.28m (threshold: 1.2m)
[INFO] [1775934351.329804732] [uart_bridge]: Distance to room1: 6.28m (threshold: 1.2m)
[INFO] [1775934351.830862118] [uart_bridge]: Distance to room1: 6.40m (threshold: 1.2m)
[INFO] [1775934352.331932578] [uart_bridge]: Distance to room1: 6.40m (threshold: 1.2m)
[INFO] [1775934352.832923964] [uart_bridge]: Distance to room1: 6.40m (threshold: 1.2m)
[INFO] [1775934353.333972683] [uart_bridge]: Distance to room1: 7.11m (threshold: 1.2m)
[INFO] [1775934353.835052347] [uart_bridge]: Distance to room1: 7.11m (threshold: 1.2m)
[INFO] [1775934354.336143844] [uart_bridge]: Distance to room1: 7.11m (threshold: 1.2m)
[INFO] [1775934354.836949192] [uart_bridge]: Distance to room1: 7.17m (threshold: 1.2m)
[INFO] [1775934355.337775614] [uart_bridge]: Distance to room1: 7.17m (threshold: 1.2m)
[INFO] [1775934355.838885926] [uart_bridge]: Distance to room1: 7.17m (threshold: 1.2m)
[INFO] [1775934356.339816422] [uart_bridge]: Distance to room1: 7.17m (threshold: 1.2m)
[INFO] [1775934356.840869142] [uart_bridge]: Distance to room1: 7.17m (threshold: 1.2m)
[INFO] [1775934357.341750027] [uart_bridge]: Distance to room1: 7.17m (threshold: 1.2m)
[INFO] [1775934357.842549837] [uart_bridge]: Distance to room1: 7.38m (threshold: 1.2m)
[INFO] [1775934358.343354444] [uart_bridge]: Distance to room1: 7.38m (threshold: 1.2m)
[INFO] [1775934358.844133922] [uart_bridge]: Distance to room1: 7.38m (threshold: 1.2m)
[INFO] [1775934359.345195641] [uart_bridge]: Distance to room1: 7.53m (threshold: 1.2m)
[INFO] [1775934359.846402417] [uart_bridge]: Distance to room1: 7.53m (threshold: 1.2m)
[INFO] [1775934360.347352172] [uart_bridge]: Distance to room1: 2.28m (threshold: 1.2m)
[INFO] [1775934360.848137594] [uart_bridge]: Distance to room1: 2.28m (threshold: 1.2m)
[INFO] [1775934361.348939775] [uart_bridge]: Distance to room1: 2.28m (threshold: 1.2m)
[INFO] [1775934361.849979642] [uart_bridge]: Distance to room1: 2.28m (threshold: 1.2m)
[INFO] [1775934362.350771823] [uart_bridge]: Distance to room1: 2.28m (threshold: 1.2m)
[INFO] [1775934362.851862043] [uart_bridge]: Distance to room1: 2.28m (threshold: 1.2m)
[INFO] [1775934363.352660650] [uart_bridge]: Distance to room1: 2.28m (threshold: 1.2m)
[INFO] [1775934363.853449497] [uart_bridge]: Distance to room1: 2.28m (threshold: 1.2m)
[INFO] [1775934364.354529624] [uart_bridge]: Distance to room1: 2.28m (threshold: 1.2m)
[INFO] [1775934364.855571658] [uart_bridge]: Distance to room1: 2.28m (threshold: 1.2m)
[INFO] [1775934365.356669063] [uart_bridge]: Distance to room1: 2.28m (threshold: 1.2m)
[INFO] [1775934365.857471855] [uart_bridge]: Distance to room1: 2.28m (threshold: 1.2m)
[INFO] [1775934366.358382722] [uart_bridge]: Distance to room1: 2.28m (threshold: 1.2m)
[INFO] [1775934366.859539516] [uart_bridge]: Distance to room1: 2.28m (threshold: 1.2m)
[INFO] [1775934367.360507253] [uart_bridge]: Distance to room1: 2.28m (threshold: 1.2m)
[INFO] [1775934367.861589565] [uart_bridge]: Distance to room1: 2.04m (threshold: 1.2m)
[INFO] [1775934368.362617710] [uart_bridge]: Distance to room1: 2.04m (threshold: 1.2m)
[INFO] [1775934368.863379262] [uart_bridge]: Distance to room1: 1.82m (threshold: 1.2m)
[INFO] [1775934369.364378444] [uart_bridge]: Distance to room1: 1.82m (threshold: 1.2m)
[INFO] [1775934369.865455533] [uart_bridge]: Distance to room1: 1.82m (threshold: 1.2m)
[INFO] [1775934370.366488308] [uart_bridge]: Distance to room1: 1.61m (threshold: 1.2m)
[INFO] [1775934370.867290471] [uart_bridge]: Distance to room1: 1.61m (threshold: 1.2m)
[INFO] [1775934371.368142171] [uart_bridge]: Distance to room1: 1.63m (threshold: 1.2m)
