[INFO] [1775795682.206905071] [CLaserOdometry2DNode]: Initializing RF2O node...
[WARN] [1775795682.220155755] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795682.320158395] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795682.420129462] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795682.520133787] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795682.620103761] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795682.720123513] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795682.820120986] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795682.920115571] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795683.020098545] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795683.120118074] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795683.220106492] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795683.320095577] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795683.420101995] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795683.520093506] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795683.620099147] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795683.720094694] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795683.820102965] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795683.920095642] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795684.020093579] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795684.120093552] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795684.220101248] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795684.320094296] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795684.420170104] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795684.520148522] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795684.620148866] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795684.720153006] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795684.820157999] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795684.920170528] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795685.020169243] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795685.120174253] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795685.220170949] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795685.321238392] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795685.420159582] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795685.520152278] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795685.620149085] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795685.720152837] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795685.820148366] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795685.920149117] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795686.020147721] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795686.120156972] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795686.220150835] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795686.320144809] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795686.420154431] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795686.520151775] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795686.620156026] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795686.720156074] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795686.820151715] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795686.920150337] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795687.020151495] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795687.120149099] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795687.220151276] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795687.320147898] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795687.420149890] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795687.520148383] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795687.620149986] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795687.720153127] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795687.820152378] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795687.920153593] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795688.020157640] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795688.120157985] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795688.220163255] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795688.320153951] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795688.420158461] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795688.520156120] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795688.620155224] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795688.720159253] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795688.820158764] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795688.920155738] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795689.020149193] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795689.120152018] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795689.220151659] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795689.320154299] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795689.420154643] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775795689.520153025] [CLaserOdometry2DNode]: Waiting for laser_scans....
[INFO] [1775795689.562246237] [rclcpp]: signal_handler(SIGINT/SIGTERM)
