[INFO] [1775699559.370748207] [CLaserOdometry2DNode]: Initializing RF2O node...
[WARN] [1775699559.382443854] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699559.482458638] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699559.582454921] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699559.682463279] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699559.782443840] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699559.882426346] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699559.982406222] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699560.082377802] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699560.182376457] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699560.282367741] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699560.382379452] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699560.482394459] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699560.582387076] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699560.682374416] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699560.782368756] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699560.882368893] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699560.982361659] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699561.082365147] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699561.182369822] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699561.282381200] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699561.382375708] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699561.482395901] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699561.582442687] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699561.682435991] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699561.782427313] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699561.882424525] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699561.982435218] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699562.082431374] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699562.182423568] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699562.282427632] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699562.382424029] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699562.482419723] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699562.582422824] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699562.682421796] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699562.782421656] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699562.882438554] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699562.982439544] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699563.082422794] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699563.182427544] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699563.282424165] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699563.382450749] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699563.482442480] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699563.582437694] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699563.682445981] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699563.782431713] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699563.882428018] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699563.982423083] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699564.082427168] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699564.182421215] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699564.282431059] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699564.382428588] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699564.482439858] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699564.582429035] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699564.682433138] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699564.782428482] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699564.882424362] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699564.982423891] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699565.082429162] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699565.182425229] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699565.282421814] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699565.382422659] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699565.482448856] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699565.582428682] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699565.682419656] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699565.782408593] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699565.882424049] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699565.982439986] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699566.082423720] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699566.182440140] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699566.282419097] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699566.382417572] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699566.482429510] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699566.582426430] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699566.682420183] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699566.782420380] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699566.882432430] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699566.982429405] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699567.082467881] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699567.182486858] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699567.282487816] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699567.382502273] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699567.482536120] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699567.582484762] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699567.682546888] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699567.782522975] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699567.882512636] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699567.982505741] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699568.082462125] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699568.182452991] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699568.282455209] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699568.382436908] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699568.482429440] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699568.582421454] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699568.682488284] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699568.782464187] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699568.882498035] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699568.982514531] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699569.082480693] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699569.182508023] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699569.282449667] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775699569.382472960] [CLaserOdometry2DNode]: Waiting for laser_scans....
