[INFO] [1775697747.143420054] [CLaserOdometry2DNode]: Initializing RF2O node...
[WARN] [1775697747.154755230] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697747.254792682] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697747.354756409] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697747.454760008] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697747.554771014] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697747.654758723] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697747.754748951] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697747.854717215] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697747.954701276] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697748.054691356] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697748.154702844] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697748.254697980] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697748.354693597] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697748.454718400] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697748.554701554] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697748.654696172] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697748.754692733] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697748.854695888] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697748.954691172] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697749.054689493] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697749.154691055] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697749.254691969] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697749.354781701] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697749.454756818] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697749.554747584] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697749.654750739] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697749.754750153] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697749.854746881] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697749.954751740] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697750.054748506] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697750.154748254] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697750.254750631] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697750.354752175] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697750.454753164] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697750.554774727] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697750.654783753] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697750.754756685] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697750.854752248] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697750.954747958] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697751.054744113] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697751.154753640] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697751.254751962] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697751.354754155] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697751.454775922] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697751.554760929] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697751.654749566] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697751.754749443] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697751.854749284] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697751.954749162] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697752.054763892] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697752.154751622] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697752.254758333] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697752.354752674] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697752.454749497] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697752.554749616] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697752.654751383] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697752.754752002] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697752.854757343] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697752.954749591] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697753.054743118] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697753.154749052] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697753.254754060] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697753.354747827] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697753.454762095] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697753.554770363] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697753.654776464] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697753.754756749] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697753.854752480] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697753.954745987] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697754.054748181] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697754.154748616] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697754.254752828] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697754.354749429] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697754.454743419] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697754.554746890] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697754.654745769] [CLaserOdometry2DNode]: Waiting for laser_scans....
