[INFO] [1775709972.258492920] [CLaserOdometry2DNode]: Initializing RF2O node...
[WARN] [1775709972.269836351] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709972.369886866] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709972.469886714] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709972.569879876] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709972.669866613] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709972.769874665] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709972.869880235] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709972.969859713] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709973.069889190] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709973.169869908] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709973.269885460] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709973.369881086] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709973.469848637] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709973.569871448] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709973.669875815] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709973.769841533] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709973.869829622] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709973.969834044] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709974.069882540] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709974.170003037] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709974.269908384] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709974.369872269] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709974.469919339] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709974.569897261] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709974.669891980] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709974.769907698] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709974.869921528] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709974.969919376] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709975.069909149] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709975.169895442] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709975.269881641] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709975.369883508] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709975.469871874] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709975.569890741] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709975.669878681] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709975.769926474] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709975.869878562] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709975.969876188] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709976.069880555] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709976.169886162] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709976.269879676] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709976.369870561] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709976.469870132] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709976.569867035] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709976.669871716] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709976.769862324] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709976.869867709] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709976.969875612] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709977.069901868] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709977.169878808] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709977.269872471] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709977.369888948] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709977.469867537] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709977.569872700] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709977.669873937] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709977.769903433] [CLaserOdometry2DNode]: Waiting for laser_scans....
[INFO] [1775709977.856790896] [rclcpp]: signal_handler(SIGINT/SIGTERM)
