[INFO] [1783992598.142734176] [motor_controller_pid]: PID Motor Controller started — Kp=0.4, Ki=0.1, Kd=0.0, max_pwm=0.45, max_linear=0.3, cmd_vel_topic=cmd_vel
[WARN] [1783992598.615506507] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783992607.965614626] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783992608.865657130] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783992611.315376778] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783992614.715370560] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783992615.515488809] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783992616.615377953] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783992618.115361009] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783992620.665502397] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783992623.865613687] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783992625.915503240] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783992631.565485420] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783992641.165479251] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783992641.715472027] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783992644.115535587] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783992645.665606790] [motor_controller_pid]: Command timeout; stopping motors
[WARN] [1783992765.965798073] [motor_controller_pid]: Command timeout; stopping motors
