[INFO] [1775697850.898954610] [CLaserOdometry2DNode]: Initializing RF2O node...
[WARN] [1775697850.910457982] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697851.010526581] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697851.110487658] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697851.210478347] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697851.310499186] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697851.410486356] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697851.510433674] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697851.610389325] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697851.710392682] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697851.810391371] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697851.910407228] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697852.010405084] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697852.110412904] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697852.210396964] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697852.310393209] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697852.410391436] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697852.510396330] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697852.610409835] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697852.710417600] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697852.810396085] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697852.910403072] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697853.010392113] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697853.110476584] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697853.210448014] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697853.310441963] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697853.410484470] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697853.510459789] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697853.610445516] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697853.710449391] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697853.810444655] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697853.910446735] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697854.010449888] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697854.110453282] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697854.210440547] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697854.310442571] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697854.410459688] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697854.510444896] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697854.610449142] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697854.710453129] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697854.810450005] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697854.910453362] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775697855.010451349] [CLaserOdometry2DNode]: Waiting for laser_scans....
