[INFO] [1775709928.376112394] [CLaserOdometry2DNode]: Initializing RF2O node...
[WARN] [1775709928.401832864] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709928.501850620] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709928.601819004] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709928.701818723] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709928.801815830] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709928.901812659] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709929.001802618] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709929.101809429] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709929.201815740] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709929.301805922] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709929.401821029] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709929.501818118] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709929.601842725] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709929.701785647] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709929.801778735] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709929.901825806] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709930.001805894] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709930.101777649] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709930.201762553] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709930.301823216] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709930.401835990] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709930.501817430] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709930.601857575] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709930.701838978] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709930.801825326] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709930.901826081] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709931.001830226] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709931.101821962] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709931.201819773] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709931.301813381] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709931.401818099] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709931.501924244] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709931.601865314] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709931.701954069] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709931.801900028] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709931.901859524] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709932.001845353] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709932.101855350] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709932.201847438] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709932.301846842] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709932.401846764] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709932.501851075] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709932.601846793] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709932.701853085] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709932.801841193] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709932.901839226] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709933.001840555] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709933.101841440] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709933.201842862] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709933.301855784] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709933.401851151] [CLaserOdometry2DNode]: Waiting for laser_scans....
[WARN] [1775709933.501842313] [CLaserOdometry2DNode]: Waiting for laser_scans....
